ip,app,device,os,channel,click_time,attributed_time,is_attributed
20905,3,1,12,173,06/11/2017,17:26:56,0
185670,15,1,19,140,06/11/2017,22:48:04,0
98474,3,1,9,466,07/11/2017,02:13:25,0
85644,11,1,15,219,08/11/2017,12:58:28,0
47327,12,1,19,178,07/11/2017,07:17:36,0
50218,15,1,1,430,09/11/2017,03:35:26,0
23878,3,1,13,280,07/11/2017,06:10:12,0
44490,21,1,19,128,07/11/2017,04:09:54,0
53454,9,1,19,234,08/11/2017,09:35:23,0
105579,9,1,19,215,08/11/2017,14:48:17,0
48791,9,1,13,322,09/11/2017,15:01:51,0
95578,14,1,22,480,09/11/2017,07:40:59,0
83366,18,1,19,107,07/11/2017,08:33:01,0
31829,23,1,22,153,07/11/2017,01:07:26,0
104938,9,1,19,334,06/11/2017,22:25:10,0
180696,9,2,9,445,08/11/2017,01:25:23,0
58852,3,1,13,115,07/11/2017,19:40:04,0
17892,11,1,13,319,09/11/2017,09:18:57,0
180121,12,1,13,178,09/11/2017,13:12:30,0
81896,26,1,2,121,09/11/2017,15:25:04,0
326497,18,1,10,439,09/11/2017,03:27:53,0
44490,9,1,13,334,08/11/2017,01:55:13,0
63913,150,1,19,110,07/11/2017,00:13:09,0
250813,12,1,13,328,08/11/2017,00:35:45,0
112549,15,1,19,265,06/11/2017,22:58:00,0
100088,9,1,23,442,06/11/2017,16:47:13,0
69312,18,1,13,439,07/11/2017,15:53:05,0
85108,3,1,10,452,09/11/2017,01:13:30,0
212680,29,1,46,213,07/11/2017,14:23:24,0
69449,9,1,19,215,07/11/2017,03:02:59,0
59239,3,1,13,480,07/11/2017,02:55:11,0
114089,13,1,13,477,07/11/2017,02:51:32,0
7098,18,1,19,107,08/11/2017,04:57:47,0
65494,6,1,13,459,08/11/2017,13:20:58,0
85364,35,1,13,21,07/11/2017,00:38:43,07/11/2017
111708,2,1,11,205,07/11/2017,12:39:10,0
37770,26,1,2,121,07/11/2017,10:31:24,0
90888,12,1,19,178,09/11/2017,00:30:30,0
44488,26,1,17,266,09/11/2017,08:26:03,0
195289,15,1,22,245,08/11/2017,00:02:45,0
32653,9,1,4,334,08/11/2017,13:32:30,0
95177,2,1,41,122,08/11/2017,14:25:02,0
114655,3,1,19,280,09/11/2017,05:00:43,0
95462,6,1,6,459,09/11/2017,11:14:02,0
157720,12,1,13,245,07/11/2017,15:02:27,0
5359,9,1,8,134,08/11/2017,16:46:22,0
31868,12,1,13,265,09/11/2017,10:13:17,0
330589,18,1,13,121,09/11/2017,06:32:57,0
124002,3,1,8,173,08/11/2017,11:24:01,0
13756,9,1,19,445,07/11/2017,14:05:41,0
122357,3,1,19,19,08/11/2017,09:38:23,0
63776,1,1,13,134,07/11/2017,00:21:52,0
85256,28,1,19,135,09/11/2017,09:54:28,0
178366,3,1,14,409,08/11/2017,00:21:13,0
136881,2,1,19,477,07/11/2017,03:03:44,0
31158,18,1,22,107,08/11/2017,11:19:27,0
28546,3,1,28,211,08/11/2017,07:01:13,0
70462,3,1,30,280,09/11/2017,06:03:01,0
93987,6,1,19,459,09/11/2017,11:37:29,0
118930,64,1,31,459,07/11/2017,18:15:28,0
72771,12,1,13,245,07/11/2017,15:08:41,0
52924,3,1,1,280,09/11/2017,05:45:18,0
64187,28,1,19,135,07/11/2017,11:58:02,0
214531,8,1,15,145,07/11/2017,23:53:40,0
100959,19,0,24,347,09/11/2017,08:13:59,0
72723,9,1,3,330,09/11/2017,05:35:47,0
59216,14,1,18,442,07/11/2017,06:04:18,0
10439,9,1,6,466,09/11/2017,01:16:15,0
100840,14,1,30,349,09/11/2017,05:53:10,0
92735,12,1,22,326,08/11/2017,12:34:26,0
109644,9,1,16,442,08/11/2017,07:43:57,0
103019,27,1,18,153,07/11/2017,23:29:22,0
5348,26,1,27,121,09/11/2017,08:54:27,0
96105,14,1,18,463,08/11/2017,16:06:56,0
197179,1,1,18,134,06/11/2017,16:57:16,0
93974,3,1,19,280,07/11/2017,07:28:02,0
74224,3,1,13,280,08/11/2017,07:06:59,0
82256,12,1,13,178,08/11/2017,16:05:27,0
122688,12,1,13,178,08/11/2017,09:36:13,0
93181,15,1,41,140,07/11/2017,22:56:01,0
140489,18,1,6,107,07/11/2017,02:40:44,0
341282,2,1,17,364,09/11/2017,10:17:13,0
106178,18,1,6,107,09/11/2017,07:54:24,0
181403,12,1,9,178,09/11/2017,09:30:27,0
103526,9,1,6,466,08/11/2017,16:33:13,0
105485,2,1,35,205,09/11/2017,15:27:26,0
116670,14,1,19,113,09/11/2017,15:32:31,0
44926,14,1,4,349,09/11/2017,01:23:35,0
17899,12,1,47,328,08/11/2017,01:57:52,0
58680,12,1,53,242,08/11/2017,07:18:20,0
48176,14,1,37,134,08/11/2017,02:40:20,0
53976,2,1,13,122,07/11/2017,11:57:40,0
209483,14,1,58,349,06/11/2017,17:15:58,0
63355,26,1,17,266,08/11/2017,10:55:30,0
107148,2,1,16,401,08/11/2017,07:16:13,0
86947,17,1,18,280,08/11/2017,02:48:21,0
353843,2,1,13,435,09/11/2017,12:59:02,0
36370,2,1,19,477,08/11/2017,04:06:43,0
23643,2,1,13,212,09/11/2017,08:17:14,0
43957,3,1,37,211,08/11/2017,19:10:43,0
1372,9,1,19,215,08/11/2017,02:05:15,0
3020,9,2,12,215,09/11/2017,11:25:51,0
118146,11,1,12,319,07/11/2017,15:44:14,0
16426,2,1,19,219,07/11/2017,23:18:39,0
83595,3,1,19,280,07/11/2017,12:48:06,0
244479,15,1,13,480,09/11/2017,02:46:54,0
41285,14,1,26,489,08/11/2017,00:46:12,0
38217,13,1,27,469,08/11/2017,16:01:46,0
122912,1,1,8,349,07/11/2017,07:53:16,0
60159,64,1,13,459,07/11/2017,16:24:42,0
83252,2,1,13,401,09/11/2017,05:35:51,0
108733,3,1,15,280,08/11/2017,06:44:29,0
49107,12,1,13,259,06/11/2017,16:15:57,0
137515,20,1,22,259,07/11/2017,00:21:46,0
40400,12,1,41,178,08/11/2017,04:40:02,0
86767,7,2,19,101,09/11/2017,08:41:43,0
48170,15,1,13,245,09/11/2017,13:41:37,0
249268,6,1,20,459,08/11/2017,03:37:25,0
347566,6,1,22,125,09/11/2017,13:26:29,0
49916,12,1,3,135,08/11/2017,15:10:10,0
69899,15,1,9,245,07/11/2017,08:43:59,0
76641,1,2,26,134,07/11/2017,02:01:38,0
125108,15,1,19,245,08/11/2017,09:15:55,0
41437,7,2,10,101,07/11/2017,10:52:42,0
90666,12,1,70,19,07/11/2017,05:22:30,0
39338,9,1,18,466,08/11/2017,06:32:56,0
106848,12,1,22,259,08/11/2017,01:46:10,0
31959,1,1,18,439,09/11/2017,05:39:56,0
3511,72,1,17,101,08/11/2017,09:34:54,0
39430,6,1,11,459,08/11/2017,02:46:34,0
65365,1,1,13,124,07/11/2017,02:56:45,0
85065,20,1,13,259,08/11/2017,12:19:37,0
29252,11,1,22,219,08/11/2017,01:00:19,0
239961,9,1,19,215,07/11/2017,23:55:01,0
22190,3,1,17,205,08/11/2017,06:16:46,0
52076,18,1,9,107,08/11/2017,00:33:50,0
29453,3,1,31,137,09/11/2017,13:35:58,0
78559,13,1,17,400,08/11/2017,12:06:09,0
10326,3,1,19,280,08/11/2017,22:45:01,0
76811,11,1,1,122,08/11/2017,10:27:48,0
169364,8,1,8,145,09/11/2017,04:16:48,0
171401,25,1,22,259,06/11/2017,23:48:54,0
81632,12,1,18,265,07/11/2017,06:46:22,0
93021,3,1,26,280,08/11/2017,11:41:40,0
4779,2,1,37,237,08/11/2017,12:24:21,0
67408,15,1,30,140,07/11/2017,14:10:22,0
158793,12,1,15,265,08/11/2017,15:16:52,0
99682,3,1,20,280,08/11/2017,06:14:06,0
122283,21,2,9,128,06/11/2017,19:27:33,0
102990,18,1,13,121,07/11/2017,10:55:44,0
65679,18,3032,607,107,07/11/2017,07:22:46,0
66724,12,1,26,178,07/11/2017,23:49:47,0
230531,83,17,24,320,08/11/2017,13:26:57,0
30925,2,1,13,435,07/11/2017,07:55:38,0
178597,14,1,19,123,07/11/2017,00:31:44,0
22943,12,2,20,265,09/11/2017,11:30:06,0
90466,27,1,13,153,07/11/2017,10:46:00,0
257626,9,1,18,442,08/11/2017,07:58:35,0
120195,15,1,19,111,07/11/2017,11:28:46,0
155827,2,1,19,477,08/11/2017,03:55:13,0
114796,18,1,18,107,07/11/2017,15:43:56,0
64142,2,1,13,477,07/11/2017,16:42:56,0
106135,13,1,19,477,08/11/2017,09:24:10,0
62143,9,1,15,334,07/11/2017,00:46:02,0
37028,14,1,17,134,08/11/2017,02:43:18,0
22321,3,1,8,137,08/11/2017,03:53:50,0
7779,7,1,17,101,07/11/2017,10:16:39,0
84057,2,1,35,477,06/11/2017,22:28:59,0
186732,18,3032,607,107,07/11/2017,00:50:27,0
2841,3,1,13,137,09/11/2017,12:01:41,0
113285,18,1,14,439,08/11/2017,05:36:20,0
56416,3,1,13,280,08/11/2017,04:42:51,0
109024,3,1,19,280,09/11/2017,04:54:00,0
83472,15,1,25,130,07/11/2017,00:48:56,0
38275,3,1,13,115,07/11/2017,02:52:44,0
40052,3,1,22,466,07/11/2017,21:46:40,0
94877,11,1,22,319,08/11/2017,06:53:25,0
165981,13,1,37,477,07/11/2017,13:52:59,0
73839,13,1,19,477,08/11/2017,21:33:09,0
91661,2,1,19,477,07/11/2017,06:17:16,0
92873,6,1,22,459,08/11/2017,12:01:02,0
51675,3,1,19,280,07/11/2017,08:03:47,0
71788,12,1,19,328,09/11/2017,11:16:42,0
14668,2,1,15,237,07/11/2017,10:58:57,0
53307,2,1,19,236,07/11/2017,09:13:20,0
25818,2,1,46,205,07/11/2017,06:53:29,0
155499,14,1,19,349,08/11/2017,11:12:34,0
5348,27,1,3,153,07/11/2017,12:54:37,0
11093,32,1,19,376,09/11/2017,12:36:11,0
84876,2,1,10,219,08/11/2017,09:46:03,0
106723,2,1,18,219,07/11/2017,07:46:14,0
28112,18,1,19,376,07/11/2017,06:01:41,0
82072,14,1,18,467,09/11/2017,06:26:34,0
139599,14,1,19,439,09/11/2017,13:39:48,0
117155,17,1,13,280,06/11/2017,16:49:16,0
143786,15,1,9,245,08/11/2017,16:34:51,0
25656,9,1,13,107,09/11/2017,04:07:52,0
284375,9,1,17,466,08/11/2017,13:16:07,0
33777,18,1,13,107,09/11/2017,00:59:50,0
32976,15,1,17,245,07/11/2017,11:22:27,0
295821,15,1,15,245,09/11/2017,04:28:12,0
69267,25,1,19,259,07/11/2017,01:17:36,0
2293,28,1,17,135,06/11/2017,16:31:37,0
83045,9,1,19,334,07/11/2017,07:53:48,0
184702,27,1,19,153,09/11/2017,01:46:51,0
105475,2,1,19,219,07/11/2017,06:55:04,0
32412,18,1,12,107,09/11/2017,02:05:59,0
61955,1,1,19,134,08/11/2017,02:38:42,0
106598,2,1,31,243,09/11/2017,07:40:11,0
55003,18,1,18,121,09/11/2017,12:19:39,0
22012,15,1,17,315,08/11/2017,07:01:07,0
93780,15,1,13,412,07/11/2017,18:12:20,0
4626,18,1,6,107,09/11/2017,09:43:02,0
59125,2,1,13,205,06/11/2017,17:53:24,0
108793,3,1,13,424,09/11/2017,04:35:16,0
19910,1,1,18,178,07/11/2017,09:50:08,0
124202,9,1,19,234,07/11/2017,17:07:31,0
47422,18,1,19,107,08/11/2017,09:08:57,0
72211,12,1,2,19,08/11/2017,03:20:46,0
52678,15,1,8,315,08/11/2017,12:47:30,0
82410,3,1,8,280,08/11/2017,14:12:05,0
16717,2,1,58,122,08/11/2017,08:20:34,0
122357,9,1,13,215,07/11/2017,04:47:54,0
36568,18,1,19,107,07/11/2017,05:39:53,0
106237,2,1,19,122,08/11/2017,16:04:03,0
201023,15,1,18,153,08/11/2017,05:38:52,0
90731,28,1,25,135,09/11/2017,03:20:20,0
64330,13,1,36,400,08/11/2017,15:00:15,0
89416,18,1,17,107,09/11/2017,10:14:53,0
70613,15,1,13,245,07/11/2017,06:53:48,0
118125,3,1,13,424,07/11/2017,14:10:10,0
95248,18,1,19,376,08/11/2017,13:42:37,0
38609,21,1,15,128,07/11/2017,05:37:33,0
105293,3,1,13,211,08/11/2017,14:24:29,0
106107,18,1,26,107,07/11/2017,04:18:07,0
112574,12,1,13,265,09/11/2017,08:56:09,0
357463,14,1,13,439,09/11/2017,14:39:19,0
127716,11,1,19,122,07/11/2017,23:53:52,0
2810,14,1,19,489,08/11/2017,09:25:54,0
27677,2,1,15,435,08/11/2017,12:58:55,0
89724,18,1,18,121,08/11/2017,03:16:44,0
330997,23,1,19,153,09/11/2017,07:57:25,0
109821,10,1,19,317,07/11/2017,14:49:14,0
156978,9,1,13,134,07/11/2017,02:09:56,0
209663,2,1,23,205,08/11/2017,13:04:16,0
81837,20,1,13,259,08/11/2017,13:01:47,0
192272,12,1,3,265,07/11/2017,03:12:15,0
101564,28,1,16,135,08/11/2017,17:39:55,0
73487,12,1,19,265,07/11/2017,11:26:55,0
34912,2,1,19,435,07/11/2017,05:03:32,0
2189,9,1,19,445,09/11/2017,09:10:55,0
194750,2,1,18,435,08/11/2017,01:50:19,0
79881,3,1,19,280,09/11/2017,01:34:10,0
272008,25,1,19,259,09/11/2017,15:07:17,0
108913,18,1,6,107,08/11/2017,09:32:10,0
100120,13,1,18,477,09/11/2017,03:25:49,0
117209,2,1,19,212,08/11/2017,08:46:30,0
37892,9,1,8,258,08/11/2017,14:09:10,0
49602,20,2,9,259,07/11/2017,06:19:26,0
104366,3,1,19,280,09/11/2017,02:34:08,0
79271,9,1,37,258,07/11/2017,00:06:22,0
97043,7,1,13,101,09/11/2017,14:21:11,0
28017,3,1,25,19,08/11/2017,21:09:50,0
70522,2,1,10,205,09/11/2017,15:07:00,0
45227,3,1,13,280,09/11/2017,01:36:19,0
18551,15,1,53,386,07/11/2017,15:01:28,0
122132,20,1,19,478,08/11/2017,14:17:07,0
319804,12,1,13,328,09/11/2017,06:23:04,0
109737,9,1,3,232,09/11/2017,11:43:15,0
56728,23,2,17,153,07/11/2017,12:14:22,0
114904,3,1,16,211,09/11/2017,03:40:39,0
118324,18,1,8,107,09/11/2017,00:28:28,0
47747,2,1,13,213,07/11/2017,12:16:27,0
46720,2,1,8,212,09/11/2017,12:20:58,0
86015,15,1,3,140,07/11/2017,12:38:18,0
44527,3,2,20,153,08/11/2017,15:35:36,0
81896,9,2,6,466,08/11/2017,13:30:34,0
124945,9,1,19,334,08/11/2017,02:43:54,0
54868,2,1,13,469,09/11/2017,15:19:05,0
49426,15,1,37,386,08/11/2017,09:26:06,0
105143,13,1,13,477,09/11/2017,05:59:29,0
139490,3,1,15,280,07/11/2017,06:49:30,0
43793,12,2,27,265,08/11/2017,04:16:35,0
7393,15,2,40,3,08/11/2017,06:58:52,0
86315,13,1,19,469,07/11/2017,09:26:09,0
121486,24,2,19,178,07/11/2017,11:01:44,0
92766,28,1,6,135,08/11/2017,18:03:45,0
51680,2,1,22,469,08/11/2017,19:53:15,0
2651,3,1,19,205,09/11/2017,04:14:27,0
355197,12,1,14,265,09/11/2017,01:17:19,0
19216,12,1,748,326,08/11/2017,09:36:17,0
104318,18,1,13,107,07/11/2017,04:01:19,0
254,23,1,13,153,08/11/2017,05:35:20,0
71278,10,1,25,377,07/11/2017,02:34:15,0
73839,3,1,15,280,08/11/2017,07:45:34,0
73516,14,1,19,463,09/11/2017,15:42:51,0
63790,9,2,19,107,09/11/2017,14:45:03,0
8318,3,1,19,480,08/11/2017,04:33:57,0
328009,3,1,19,442,08/11/2017,18:40:27,0
1373,21,1,19,128,06/11/2017,19:35:40,0
5299,15,1,13,412,07/11/2017,08:24:48,0
34254,14,2,49,123,06/11/2017,16:10:29,0
27639,3,1,13,173,08/11/2017,01:39:06,0
142356,23,1,15,153,09/11/2017,14:37:34,0
63790,6,1,20,459,07/11/2017,07:21:27,0
59982,3,1,2,466,09/11/2017,08:01:26,0
55025,14,1,13,379,07/11/2017,15:17:33,0
94415,1,1,44,377,06/11/2017,17:10:15,0
149443,1,1,6,439,07/11/2017,09:31:22,0
69096,1,1,19,135,08/11/2017,00:49:46,0
60111,9,1,19,489,08/11/2017,04:42:50,0
90485,23,1,13,153,07/11/2017,16:13:41,0
14354,2,1,25,219,07/11/2017,08:29:14,0
48219,22,1,13,116,08/11/2017,07:33:55,0
100794,27,1,22,122,09/11/2017,03:25:57,0
203736,3,1,13,280,08/11/2017,08:58:15,0
48004,25,1,47,259,08/11/2017,04:23:30,0
99136,20,1,10,259,07/11/2017,05:38:21,0
26810,18,1,10,107,09/11/2017,11:59:55,0
94188,14,1,43,439,09/11/2017,04:15:36,0
280436,3,1,18,280,08/11/2017,04:15:44,0
31773,64,1,13,459,08/11/2017,03:29:03,0
48350,8,1,8,145,07/11/2017,23:40:30,0
190290,27,1,13,153,07/11/2017,12:46:56,0
99945,12,1,30,265,09/11/2017,01:12:57,0
25818,2,2,13,205,07/11/2017,08:04:15,0
28733,25,1,6,259,06/11/2017,23:16:54,0
110703,12,1,17,205,09/11/2017,07:00:24,0
100029,14,1,10,379,08/11/2017,10:17:59,0
189605,3,1,11,280,07/11/2017,04:33:13,0
241817,18,1,13,439,09/11/2017,03:01:04,0
37190,15,1,13,153,08/11/2017,10:37:10,0
63137,3,1,19,115,08/11/2017,00:43:11,0
26190,2,1,13,452,08/11/2017,06:11:23,0
99754,3,1,19,205,08/11/2017,08:11:02,0
67577,9,1,13,334,09/11/2017,02:04:29,0
76856,3,1,19,317,08/11/2017,07:29:43,0
11865,8,1,30,145,07/11/2017,11:21:43,0
2357,18,1,12,439,08/11/2017,01:12:45,0
101395,12,1,19,140,07/11/2017,12:25:04,0
110414,23,1,9,153,07/11/2017,14:53:08,0
118512,9,1,26,107,09/11/2017,12:27:06,0
48350,3,1,13,280,09/11/2017,00:43:30,0
103295,15,1,19,430,09/11/2017,14:26:04,0
97773,3,2,13,137,07/11/2017,14:02:36,0
118056,3,1,19,280,08/11/2017,07:05:50,0
4831,24,2,13,178,08/11/2017,13:00:20,0
311871,9,1,19,466,09/11/2017,06:56:14,0
275535,12,1,19,178,08/11/2017,12:08:12,0
78772,14,1,13,439,08/11/2017,14:05:42,0
117374,6,1,6,459,06/11/2017,23:34:04,0
307612,1,1,22,115,09/11/2017,01:47:27,0
171987,3,1,11,280,07/11/2017,06:49:23,0
293159,23,1,19,153,09/11/2017,01:41:23,0
48212,3,1,16,30,09/11/2017,14:12:48,0
119149,9,1,18,215,07/11/2017,12:50:01,0
9574,6,1,58,459,09/11/2017,13:10:12,0
278478,2,1,17,435,08/11/2017,12:10:38,0
5314,18,1,13,439,07/11/2017,12:03:59,0
74606,8,1,4,145,07/11/2017,06:29:37,0
49358,15,1,6,245,07/11/2017,02:27:56,0
149726,25,1,13,259,09/11/2017,01:52:52,0
44885,3,1,19,173,08/11/2017,23:42:04,0
14764,14,2,13,467,09/11/2017,12:24:30,0
103236,49,124,0,101,09/11/2017,09:16:18,0
211369,15,1,10,130,07/11/2017,14:15:17,0
64712,23,1,8,153,08/11/2017,10:29:28,0
73516,8,2,16,145,08/11/2017,15:26:05,0
64960,15,1,16,111,07/11/2017,08:33:55,0
212126,9,1,19,134,07/11/2017,00:53:09,0
49257,19,0,21,213,08/11/2017,12:52:18,0
53960,3,1,13,115,07/11/2017,08:51:05,0
123340,18,1,37,439,09/11/2017,07:30:12,0
119349,9,2,6,442,08/11/2017,13:01:10,0
48703,12,1,2,265,08/11/2017,15:32:16,0
1519,3,1,15,424,08/11/2017,08:42:34,0
108160,15,1,18,245,07/11/2017,09:46:51,0
75213,3,1,44,280,07/11/2017,01:15:32,0
44312,2,1,19,469,08/11/2017,15:14:29,0
105475,26,1,35,121,09/11/2017,04:08:39,0
182405,15,1,22,130,09/11/2017,01:46:03,0
78910,12,1,18,178,09/11/2017,05:37:12,0
55931,12,2,36,265,08/11/2017,00:21:38,0
115198,18,1,13,107,06/11/2017,23:12:40,0
70461,18,1,19,107,07/11/2017,03:59:02,0
108560,3,1,19,137,08/11/2017,19:54:50,0
110031,9,1,19,134,09/11/2017,00:09:07,0
176758,9,1,12,215,07/11/2017,02:13:41,0
98738,8,1,13,145,07/11/2017,23:56:32,0
17756,12,1,37,328,08/11/2017,22:55:46,0
40371,18,1,13,107,08/11/2017,04:40:28,0
64588,21,1,25,128,06/11/2017,17:52:04,0
119369,2,1,26,236,09/11/2017,00:23:14,0
71788,1,1,19,452,08/11/2017,12:45:59,0
5314,15,1,13,245,08/11/2017,14:22:36,0
30240,64,1,15,459,08/11/2017,04:02:38,0
43044,2,1,13,435,09/11/2017,02:15:18,0
9224,12,1,19,259,09/11/2017,07:47:37,0
87373,15,1,18,245,08/11/2017,19:10:04,0
110112,15,1,18,412,09/11/2017,00:25:19,0
120546,9,1,17,127,09/11/2017,15:04:07,0
239207,15,1,23,245,08/11/2017,16:36:24,0
175837,2,2,9,205,08/11/2017,08:20:51,0
184739,2,1,44,477,07/11/2017,12:28:46,0
69913,9,1,15,232,09/11/2017,10:14:40,0
123948,9,1,8,466,07/11/2017,13:26:35,0
9629,18,1,17,134,08/11/2017,01:55:46,0
61253,10,1,13,377,09/11/2017,02:27:23,0
172360,26,1,19,121,08/11/2017,02:52:02,0
75982,12,1,17,259,08/11/2017,01:54:59,0
18722,1,1,47,153,08/11/2017,12:58:26,0
97300,23,1,22,153,07/11/2017,03:47:07,0
93542,6,1,19,459,08/11/2017,14:32:19,0
147153,15,1,41,3,07/11/2017,00:09:38,0
125842,21,1,19,128,08/11/2017,00:53:39,0
39465,12,1,35,178,08/11/2017,10:52:07,0
40849,9,1,1,445,07/11/2017,08:25:48,0
41963,12,1,19,265,08/11/2017,07:52:38,0
68248,14,1,13,379,09/11/2017,08:30:29,0
140472,2,1,14,477,08/11/2017,07:15:47,0
6871,15,1,19,111,09/11/2017,13:37:41,0
2805,18,1,13,107,08/11/2017,06:06:16,0
130164,3,1,19,19,09/11/2017,15:16:38,0
44067,12,1,17,245,06/11/2017,22:53:36,0
6537,5,1,9,377,09/11/2017,10:56:04,0
281973,8,1,19,145,07/11/2017,20:15:21,0
48951,3,1,13,19,08/11/2017,11:07:35,0
25792,2,1,19,205,08/11/2017,07:41:43,0
130833,18,1,6,121,06/11/2017,16:03:26,0
8430,18,1,13,121,07/11/2017,20:03:37,0
168155,7,1,20,101,09/11/2017,06:01:49,0
99682,24,1,19,105,07/11/2017,13:45:11,0
46170,14,1,13,360,07/11/2017,01:21:45,0
134385,3,1,18,280,07/11/2017,03:31:55,0
5178,14,1,18,463,09/11/2017,10:49:51,0
162160,12,1,9,245,07/11/2017,15:48:27,0
105456,2,1,22,205,09/11/2017,08:15:10,0
61253,8,1,13,140,08/11/2017,06:16:24,0
7350,3,1,9,280,09/11/2017,01:21:05,0
94184,15,1,19,140,06/11/2017,22:23:08,0
93012,18,1,19,107,07/11/2017,14:24:38,0
119317,12,1,13,178,07/11/2017,08:28:09,0
72695,3,1,13,409,07/11/2017,02:26:20,0
263544,18,1,19,439,08/11/2017,10:28:08,0
123876,32,1,11,376,07/11/2017,02:47:58,0
52552,6,1,19,459,07/11/2017,15:05:40,0
5036,18,1,13,134,08/11/2017,06:38:03,0
29045,14,1,14,480,09/11/2017,12:31:51,0
14893,2,1,17,452,07/11/2017,07:09:44,0
89280,2,1,19,258,09/11/2017,14:11:29,0
88914,12,1,19,205,08/11/2017,07:50:20,0
23626,18,1,15,107,07/11/2017,07:22:58,0
75539,64,1,8,459,07/11/2017,08:55:38,0
15198,14,1,14,463,07/11/2017,07:36:26,0
114773,12,1,17,328,08/11/2017,23:40:31,0
75854,64,1,39,459,08/11/2017,14:50:44,0
98759,3,1,28,19,07/11/2017,00:43:00,0
79881,3,1,19,480,07/11/2017,03:42:29,0
92873,3,1,37,153,09/11/2017,13:47:22,0
31278,3,1,13,280,08/11/2017,00:30:25,0
3163,3,1,17,280,08/11/2017,04:00:24,0
66218,18,1,3,121,09/11/2017,15:23:36,0
204623,2,1,17,236,07/11/2017,02:19:45,0
66172,22,1,13,116,09/11/2017,05:26:20,0
48282,11,1,13,360,09/11/2017,14:39:23,0
37234,12,1,13,245,08/11/2017,15:16:48,0
178873,1,1,47,135,07/11/2017,09:49:49,0
34684,21,1,14,232,09/11/2017,15:22:42,0
42041,50,203,24,213,09/11/2017,01:43:04,0
152614,9,1,9,442,07/11/2017,11:53:00,0
7590,18,1,19,134,07/11/2017,02:07:05,0
111153,9,2,49,442,07/11/2017,16:24:42,0
67197,3,1,17,442,07/11/2017,13:34:10,0
1798,9,1,13,445,08/11/2017,03:48:43,0
56105,15,1,13,412,07/11/2017,13:20:13,0
153038,64,1,18,459,08/11/2017,06:08:56,0
119502,18,1,23,107,09/11/2017,08:17:34,0
30587,3,1,1,280,07/11/2017,01:59:43,0
110445,2,1,19,237,07/11/2017,04:34:16,0
60215,2,1,9,205,08/11/2017,16:11:46,0
38171,3,1,19,280,07/11/2017,03:45:13,0
167411,18,1,13,107,09/11/2017,15:48:05,0
58994,2,1,19,236,08/11/2017,17:08:29,0
60235,2,2,13,205,08/11/2017,10:04:03,0
195674,3,1,13,480,09/11/2017,08:37:47,0
116740,11,1,13,319,07/11/2017,05:46:24,0
240724,15,1,19,245,08/11/2017,12:11:38,0
4019,3,1,8,19,07/11/2017,02:27:24,0
53749,15,2,10,245,06/11/2017,17:48:29,0
4744,20,1,6,259,07/11/2017,05:12:38,0
36292,15,1,15,315,07/11/2017,07:23:03,0
53878,12,1,19,328,09/11/2017,01:40:03,0
165629,150,1,13,110,07/11/2017,02:36:35,0
78587,1,1,11,115,07/11/2017,06:12:58,0
64593,2,1,13,18,07/11/2017,10:12:47,0
124459,3,1,17,280,08/11/2017,13:43:00,0
76211,14,1,16,401,08/11/2017,01:49:05,0
84793,3,1,13,280,08/11/2017,05:08:31,0
3162,2,1,13,122,06/11/2017,19:03:26,0
81423,6,1,17,459,09/11/2017,13:49:14,0
154658,14,1,19,401,07/11/2017,03:06:08,0
119850,3,1,20,409,08/11/2017,01:15:58,0
12342,12,1,15,245,07/11/2017,12:51:40,0
19091,9,1,19,232,08/11/2017,15:14:51,0
43147,3,1,40,280,09/11/2017,04:17:48,0
1091,15,1,19,3,09/11/2017,07:23:57,0
117326,2,1,19,452,08/11/2017,02:07:58,0
90904,3,1,25,409,09/11/2017,12:10:30,0
103097,3,1,15,280,08/11/2017,14:33:21,0
39515,2,1,19,435,07/11/2017,17:07:05,0
4052,6,1,10,125,07/11/2017,03:08:55,0
193498,15,1,19,111,07/11/2017,13:02:28,0
339733,18,1,17,449,09/11/2017,08:06:19,0
7313,21,1,12,128,08/11/2017,05:09:59,0
103919,1,1,25,153,08/11/2017,09:16:18,0
115439,3,1,17,173,08/11/2017,10:59:17,0
56170,15,1,13,430,09/11/2017,05:48:29,0
1547,12,1,13,140,09/11/2017,04:56:16,0
66602,9,1,19,445,07/11/2017,22:44:21,0
102235,14,1,25,489,07/11/2017,13:03:15,0
52646,2,1,19,237,07/11/2017,04:03:22,0
93789,11,1,56,219,07/11/2017,08:08:39,0
105560,15,1,32,3,09/11/2017,01:00:56,0
66957,18,1,30,107,08/11/2017,09:17:07,0
29531,3,1,19,280,08/11/2017,12:25:46,0
100066,8,1,6,145,07/11/2017,00:40:02,0
360082,9,1,19,127,09/11/2017,11:16:55,0
197864,14,1,16,463,09/11/2017,04:14:38,0
149711,3,1,6,280,07/11/2017,03:29:55,0
74994,26,1,19,266,08/11/2017,10:06:05,0
40995,9,1,25,442,07/11/2017,15:51:39,0
44067,3,1,27,173,08/11/2017,00:11:15,0
4722,3,1,19,115,07/11/2017,02:30:19,0
37375,3,1,19,280,07/11/2017,11:58:15,0
28283,12,1,18,140,07/11/2017,05:52:32,0
93620,28,1,35,135,07/11/2017,11:37:16,0
95197,18,1,8,121,06/11/2017,17:40:15,0
